protein1,protein2,combined_score
9606.ENSP00000362058,9606.ENSP00000268668,999
9606.ENSP00000362058,9606.ENSP00000309565,990
9606.ENSP00000362058,9606.ENSP00000389649,837
9606.ENSP00000362058,9606.ENSP00000184266,999
9606.ENSP00000362058,9606.ENSP00000292907,865
9606.ENSP00000362058,9606.ENSP00000425759,980
9606.ENSP00000362058,9606.ENSP00000359098,796
9606.ENSP00000362058,9606.ENSP00000483888,998
9606.ENSP00000362058,9606.ENSP00000233627,999
9606.ENSP00000362058,9606.ENSP00000358272,995
9606.ENSP00000362058,9606.ENSP00000315774,999
9606.ENSP00000362058,9606.ENSP00000252711,999
9606.ENSP00000362058,9606.ENSP00000369176,999
9606.ENSP00000362058,9606.ENSP00000418803,996
9606.ENSP00000362105,9606.ENSP00000272317,805
9606.ENSP00000362110,9606.ENSP00000264932,879
9606.ENSP00000362144,9606.ENSP00000321455,951
9606.ENSP00000362144,9606.ENSP00000305653,766
9606.ENSP00000362144,9606.ENSP00000301454,758
9606.ENSP00000362144,9606.ENSP00000363435,884
9606.ENSP00000362144,9606.ENSP00000368468,934
9606.ENSP00000362144,9606.ENSP00000269143,715
9606.ENSP00000362144,9606.ENSP00000266544,711
9606.ENSP00000362144,9606.ENSP00000493232,999
9606.ENSP00000362144,9606.ENSP00000447091,790
9606.ENSP00000362144,9606.ENSP00000441875,732
9606.ENSP00000362144,9606.ENSP00000297185,845
9606.ENSP00000362144,9606.ENSP00000371811,999
9606.ENSP00000362144,9606.ENSP00000306253,887
9606.ENSP00000362144,9606.ENSP00000378487,933
9606.ENSP00000362144,9606.ENSP00000327467,999
9606.ENSP00000362144,9606.ENSP00000378145,969
9606.ENSP00000362144,9606.ENSP00000420617,719
9606.ENSP00000362144,9606.ENSP00000351132,705
9606.ENSP00000362144,9606.ENSP00000416338,782
9606.ENSP00000362146,9606.ENSP00000284727,823
9606.ENSP00000362146,9606.ENSP00000389649,884
9606.ENSP00000362146,9606.ENSP00000377033,823
9606.ENSP00000362146,9606.ENSP00000499883,821
9606.ENSP00000362146,9606.ENSP00000381736,989
9606.ENSP00000362146,9606.ENSP00000306397,751
9606.ENSP00000362146,9606.ENSP00000301587,979
9606.ENSP00000362146,9606.ENSP00000317159,873
9606.ENSP00000362146,9606.ENSP00000268379,705
9606.ENSP00000362146,9606.ENSP00000358737,967
9606.ENSP00000362146,9606.ENSP00000215375,975
9606.ENSP00000362146,9606.ENSP00000349142,976
9606.ENSP00000362146,9606.ENSP00000243997,935
9606.ENSP00000362146,9606.ENSP00000290299,943
9606.ENSP00000362160,9606.ENSP00000274137,753
9606.ENSP00000362160,9606.ENSP00000482543,753
9606.ENSP00000362160,9606.ENSP00000417142,751
9606.ENSP00000362160,9606.ENSP00000330737,748
9606.ENSP00000362160,9606.ENSP00000423673,835
9606.ENSP00000362160,9606.ENSP00000327268,771
9606.ENSP00000362160,9606.ENSP00000392709,787
9606.ENSP00000362160,9606.ENSP00000315774,771
9606.ENSP00000362160,9606.ENSP00000233627,762
9606.ENSP00000362160,9606.ENSP00000268668,848
9606.ENSP00000362160,9606.ENSP00000362873,853
9606.ENSP00000362160,9606.ENSP00000252102,757
9606.ENSP00000362160,9606.ENSP00000356972,802
9606.ENSP00000362160,9606.ENSP00000263774,819
9606.ENSP00000362160,9606.ENSP00000497587,842
9606.ENSP00000362160,9606.ENSP00000276689,751
9606.ENSP00000362160,9606.ENSP00000296684,756
9606.ENSP00000362160,9606.ENSP00000215565,849
9606.ENSP00000362195,9606.ENSP00000272317,705
9606.ENSP00000362205,9606.ENSP00000340820,733
9606.ENSP00000362208,9606.ENSP00000388107,954
9606.ENSP00000362208,9606.ENSP00000394560,809
9606.ENSP00000362208,9606.ENSP00000256383,839
9606.ENSP00000362208,9606.ENSP00000378974,811
9606.ENSP00000362268,9606.ENSP00000420617,786
9606.ENSP00000362268,9606.ENSP00000330737,751
9606.ENSP00000362287,9606.ENSP00000401445,738
9606.ENSP00000362300,9606.ENSP00000298910,842
9606.ENSP00000362300,9606.ENSP00000269305,710
9606.ENSP00000362300,9606.ENSP00000401445,746
9606.ENSP00000362306,9606.ENSP00000401445,741
9606.ENSP00000362329,9606.ENSP00000262030,783
9606.ENSP00000362329,9606.ENSP00000290299,814
9606.ENSP00000362329,9606.ENSP00000215375,740
9606.ENSP00000362329,9606.ENSP00000358737,757
9606.ENSP00000362329,9606.ENSP00000349142,854
9606.ENSP00000362329,9606.ENSP00000381736,839
9606.ENSP00000362329,9606.ENSP00000301587,741
9606.ENSP00000362329,9606.ENSP00000315774,703
9606.ENSP00000362329,9606.ENSP00000377033,786
9606.ENSP00000362329,9606.ENSP00000499883,802
9606.ENSP00000362329,9606.ENSP00000284727,809
9606.ENSP00000362329,9606.ENSP00000389649,759
9606.ENSP00000362334,9606.ENSP00000388107,948
9606.ENSP00000362334,9606.ENSP00000261712,999
9606.ENSP00000362334,9606.ENSP00000157812,999
9606.ENSP00000362334,9606.ENSP00000481029,999
9606.ENSP00000362334,9606.ENSP00000310572,999
9606.ENSP00000362334,9606.ENSP00000418734,801
9606.ENSP00000362334,9606.ENSP00000384211,995
9606.ENSP00000362334,9606.ENSP00000264639,998
9606.ENSP00000362334,9606.ENSP00000274008,701
9606.ENSP00000362334,9606.ENSP00000261601,995
9606.ENSP00000362334,9606.ENSP00000223321,999
9606.ENSP00000362334,9606.ENSP00000296786,748
9606.ENSP00000362334,9606.ENSP00000357876,999
9606.ENSP00000362334,9606.ENSP00000391211,999
9606.ENSP00000362334,9606.ENSP00000359910,999
9606.ENSP00000362334,9606.ENSP00000296328,983
9606.ENSP00000362334,9606.ENSP00000270142,734
9606.ENSP00000362334,9606.ENSP00000358474,804
9606.ENSP00000362334,9606.ENSP00000221486,770
9606.ENSP00000362334,9606.ENSP00000351314,999
9606.ENSP00000362334,9606.ENSP00000325919,981
9606.ENSP00000362334,9606.ENSP00000478771,986
9606.ENSP00000362334,9606.ENSP00000259457,999
9606.ENSP00000362334,9606.ENSP00000338039,983
9606.ENSP00000362334,9606.ENSP00000350708,717
9606.ENSP00000362334,9606.ENSP00000356421,998
9606.ENSP00000362334,9606.ENSP00000386212,905
9606.ENSP00000362334,9606.ENSP00000290541,999
9606.ENSP00000362334,9606.ENSP00000355325,999
9606.ENSP00000362334,9606.ENSP00000461879,955
9606.ENSP00000362334,9606.ENSP00000418695,999
9606.ENSP00000362334,9606.ENSP00000270586,999
9606.ENSP00000362334,9606.ENSP00000293362,813
9606.ENSP00000362334,9606.ENSP00000351777,899
9606.ENSP00000362334,9606.ENSP00000372155,984
9606.ENSP00000362334,9606.ENSP00000478877,987
9606.ENSP00000362334,9606.ENSP00000259335,719
9606.ENSP00000362334,9606.ENSP00000355865,798
9606.ENSP00000362334,9606.ENSP00000414359,999
9606.ENSP00000362334,9606.ENSP00000261479,999
9606.ENSP00000362334,9606.ENSP00000396937,999
9606.ENSP00000362334,9606.ENSP00000210313,756
9606.ENSP00000362334,9606.ENSP00000348442,999
9606.ENSP00000362334,9606.ENSP00000272317,967
9606.ENSP00000362334,9606.ENSP00000256545,779
9606.ENSP00000362334,9606.ENSP00000311121,998
9606.ENSP00000362334,9606.ENSP00000219313,999
9606.ENSP00000362334,9606.ENSP00000262193,999
9606.ENSP00000362334,9606.ENSP00000310129,999
9606.ENSP00000362334,9606.ENSP00000225474,903
9606.ENSP00000362334,9606.ENSP00000266087,795
9606.ENSP00000362334,9606.ENSP00000044462,999
9606.ENSP00000362334,9606.ENSP00000271308,999
9606.ENSP00000362334,9606.ENSP00000286424,734
9606.ENSP00000362334,9606.ENSP00000471735,801
9606.ENSP00000362334,9606.ENSP00000257787,922
9606.ENSP00000362334,9606.ENSP00000250495,732
9606.ENSP00000362334,9606.ENSP00000305494,706
9606.ENSP00000362334,9606.ENSP00000364016,999
9606.ENSP00000362334,9606.ENSP00000261303,999
9606.ENSP00000362334,9606.ENSP00000386541,999
9606.ENSP00000362334,9606.ENSP00000363993,999
9606.ENSP00000362334,9606.ENSP00000309474,999
9606.ENSP00000362334,9606.ENSP00000419834,806
9606.ENSP00000362334,9606.ENSP00000497594,755
9606.ENSP00000362334,9606.ENSP00000370222,999
9606.ENSP00000362334,9606.ENSP00000216455,999
9606.ENSP00000362334,9606.ENSP00000329915,846
9606.ENSP00000362334,9606.ENSP00000312981,899
9606.ENSP00000362334,9606.ENSP00000216802,981
9606.ENSP00000362334,9606.ENSP00000441543,988
9606.ENSP00000362334,9606.ENSP00000215071,999
9606.ENSP00000362334,9606.ENSP00000483688,999
9606.ENSP00000362334,9606.ENSP00000484998,999
9606.ENSP00000362353,9606.ENSP00000360141,995
9606.ENSP00000362361,9606.ENSP00000269305,889
9606.ENSP00000362409,9606.ENSP00000377245,751
9606.ENSP00000362413,9606.ENSP00000264932,733
9606.ENSP00000362441,9606.ENSP00000266000,999
9606.ENSP00000362441,9606.ENSP00000269305,981
9606.ENSP00000362463,9606.ENSP00000367309,833
9606.ENSP00000362463,9606.ENSP00000356953,778
9606.ENSP00000362463,9606.ENSP00000482543,835
9606.ENSP00000362463,9606.ENSP00000264932,754
9606.ENSP00000362463,9606.ENSP00000356972,743
9606.ENSP00000362463,9606.ENSP00000364699,814
9606.ENSP00000362463,9606.ENSP00000340684,844
9606.ENSP00000362463,9606.ENSP00000315774,873
9606.ENSP00000362555,9606.ENSP00000287156,733
9606.ENSP00000362555,9606.ENSP00000400906,753
9606.ENSP00000362578,9606.ENSP00000478771,757
9606.ENSP00000362578,9606.ENSP00000388107,896
9606.ENSP00000362578,9606.ENSP00000441543,908
9606.ENSP00000362578,9606.ENSP00000287156,788
9606.ENSP00000362578,9606.ENSP00000272317,917
9606.ENSP00000362592,9606.ENSP00000269305,713
9606.ENSP00000362638,9606.ENSP00000419081,962
9606.ENSP00000362638,9606.ENSP00000369689,962
9606.ENSP00000362638,9606.ENSP00000315299,962
9606.ENSP00000362638,9606.ENSP00000304643,962
9606.ENSP00000362638,9606.ENSP00000291295,941
9606.ENSP00000362643,9606.ENSP00000291295,968
9606.ENSP00000362643,9606.ENSP00000315299,919
9606.ENSP00000362643,9606.ENSP00000304643,914
9606.ENSP00000362643,9606.ENSP00000369689,919
9606.ENSP00000362643,9606.ENSP00000499797,833
9606.ENSP00000362643,9606.ENSP00000499717,938
9606.ENSP00000362643,9606.ENSP00000419081,914
9606.ENSP00000362649,9606.ENSP00000266000,922
9606.ENSP00000362649,9606.ENSP00000311032,738
9606.ENSP00000362649,9606.ENSP00000239223,711
9606.ENSP00000362649,9606.ENSP00000448665,742
9606.ENSP00000362649,9606.ENSP00000269305,999
9606.ENSP00000362674,9606.ENSP00000269305,756
9606.ENSP00000362680,9606.ENSP00000419081,927
9606.ENSP00000362680,9606.ENSP00000340820,897
